order_id,channel_id,order_date,status,updated_at
1125,2,2025-09-01,completed,2025-09-01 23:19:43
1126,2,2025-09-01,completed,2025-09-01 03:03:18
1127,2,2025-09-01,completed,2025-09-01 10:44:42
1128,2,2025-09-01,completed,2025-09-01 09:52:12
1129,2,2025-09-01,returned,2025-09-01 17:32:05
1130,2,2025-09-01,completed,2025-09-01 07:39:35
1131,2,2025-09-01,completed,2025-09-01 03:54:47
1132,2,2025-09-01,cancelled,2025-09-01 09:51:23
1133,2,2025-09-01,completed,2025-09-01 05:42:40
1134,2,2025-09-01,cancelled,2025-09-01 18:48:43
1135,2,2025-09-01,completed,2025-09-01 03:29:48
1136,2,2025-09-01,returned,2025-09-01 09:34:44
1137,2,2025-09-01,completed,2025-09-01 15:06:18
1138,2,2025-09-01,completed,2025-09-01 13:20:17
1139,2,2025-09-01,completed,2025-09-01 20:27:19
1140,2,2025-09-01,completed,2025-09-01 04:59:25
1141,2,2025-09-01,completed,2025-09-01 21:22:40
1142,2,2025-09-01,completed,2025-09-01 18:02:23
1143,2,2025-09-01,completed,2025-09-01 13:40:13
1144,2,2025-09-01,completed,2025-09-01 04:50:11
1145,2,2025-09-01,completed,2025-09-01 01:06:31
1146,2,2025-09-01,completed,2025-09-01 12:35:39
1147,2,2025-09-01,completed,2025-09-01 12:22:59
1148,2,2025-09-01,completed,2025-09-01 00:41:46
1149,2,2025-09-01,completed,2025-09-01 21:11:30
1150,2,2025-09-01,completed,2025-09-01 07:41:28
1151,2,2025-09-01,completed,2025-09-01 05:40:16
1152,2,2025-09-01,completed,2025-09-01 00:02:27
1153,2,2025-09-01,completed,2025-09-01 06:21:21
1154,2,2025-09-01,cancelled,2025-09-01 12:33:16
1155,2,2025-09-01,completed,2025-09-01 04:37:33
1156,2,2025-09-01,returned,2025-09-01 12:40:05
1157,2,2025-09-01,completed,2025-09-01 02:34:08
1158,2,2025-09-01,completed,2025-09-01 02:55:51
1159,2,2025-09-01,completed,2025-09-01 17:51:13
1160,2,2025-09-01,completed,2025-09-01 02:45:42
1161,2,2025-09-01,completed,2025-09-01 21:59:50
1162,2,2025-09-01,completed,2025-09-01 05:57:27
1163,2,2025-09-01,returned,2025-09-01 09:41:42
1164,2,2025-09-01,completed,2025-09-01 13:53:44
1165,2,2025-09-01,completed,2025-09-01 02:23:27
1166,2,2025-09-01,completed,2025-09-01 04:39:29
1167,2,2025-09-01,completed,2025-09-01 21:36:10
1168,2,2025-09-01,completed,2025-09-01 17:11:12
1169,2,2025-09-01,completed,2025-09-01 13:44:01
1170,2,2025-09-01,completed,2025-09-01 13:09:32
1171,2,2025-09-01,completed,2025-09-01 21:04:40
1172,2,2025-09-01,completed,2025-09-01 21:15:34
1173,2,2025-09-01,completed,2025-09-01 10:51:32
1174,2,2025-09-01,completed,2025-09-01 08:19:09
1175,2,2025-09-01,completed,2025-09-01 12:49:24
1176,2,2025-09-01,completed,2025-09-01 08:40:44
1177,2,2025-09-01,completed,2025-09-01 03:14:16
1178,2,2025-09-01,returned,2025-09-01 08:03:07
1179,2,2025-09-01,cancelled,2025-09-01 00:56:14
1296,2,2025-09-02,completed,2025-09-02 22:23:16
1297,2,2025-09-02,completed,2025-09-02 04:08:20
1298,2,2025-09-02,completed,2025-09-02 21:12:49
1299,2,2025-09-02,completed,2025-09-02 15:19:59
1300,2,2025-09-02,completed,2025-09-02 11:14:16
1301,2,2025-09-02,completed,2025-09-02 07:39:18
1302,2,2025-09-02,completed,2025-09-02 22:03:14
1303,2,2025-09-02,completed,2025-09-02 18:46:46
1304,2,2025-09-02,completed,2025-09-02 16:14:31
1305,2,2025-09-02,completed,2025-09-02 02:48:17
1306,2,2025-09-02,completed,2025-09-02 08:18:29
1307,2,2025-09-02,completed,2025-09-02 14:45:27
1308,2,2025-09-02,completed,2025-09-02 02:43:02
1309,2,2025-09-02,completed,2025-09-02 03:12:20
1310,2,2025-09-02,completed,2025-09-02 01:38:09
1311,2,2025-09-02,completed,2025-09-02 14:01:23
1312,2,2025-09-02,completed,2025-09-02 14:05:25
1313,2,2025-09-02,completed,2025-09-02 05:54:17
1314,2,2025-09-02,completed,2025-09-02 01:26:27
1315,2,2025-09-02,completed,2025-09-02 12:30:41
1316,2,2025-09-02,completed,2025-09-02 10:04:57
1317,2,2025-09-02,completed,2025-09-02 21:55:51
1318,2,2025-09-02,completed,2025-09-02 14:33:48
1319,2,2025-09-02,completed,2025-09-02 03:44:21
1320,2,2025-09-02,completed,2025-09-02 08:20:28
1321,2,2025-09-02,returned,2025-09-02 15:16:53
1322,2,2025-09-02,completed,2025-09-02 02:14:37
1521,2,2025-09-03,returned,2025-09-03 04:33:05
1522,2,2025-09-03,returned,2025-09-03 13:48:55
1523,2,2025-09-03,completed,2025-09-03 12:23:40
1524,2,2025-09-03,returned,2025-09-03 06:09:18
1525,2,2025-09-03,completed,2025-09-03 03:06:29
1526,2,2025-09-03,completed,2025-09-03 05:58:01
1527,2,2025-09-03,completed,2025-09-03 00:31:00
1528,2,2025-09-03,completed,2025-09-03 11:07:53
1529,2,2025-09-03,returned,2025-09-03 11:30:48
1530,2,2025-09-03,completed,2025-09-03 03:33:28
1531,2,2025-09-03,cancelled,2025-09-03 08:13:10
1532,2,2025-09-03,completed,2025-09-03 08:40:27
1533,2,2025-09-03,completed,2025-09-03 23:28:18
1534,2,2025-09-03,completed,2025-09-03 06:21:06
1535,2,2025-09-03,completed,2025-09-03 18:30:08
1536,2,2025-09-03,completed,2025-09-03 22:12:55
1537,2,2025-09-03,completed,2025-09-03 07:25:45
1538,2,2025-09-03,completed,2025-09-03 08:56:20
1539,2,2025-09-03,completed,2025-09-03 15:12:11
1540,2,2025-09-03,completed,2025-09-03 06:39:46
1541,2,2025-09-03,completed,2025-09-03 08:06:33
1542,2,2025-09-03,completed,2025-09-03 19:10:39
1543,2,2025-09-03,completed,2025-09-03 20:59:26
1544,2,2025-09-03,completed,2025-09-03 05:43:26
1545,2,2025-09-03,completed,2025-09-03 06:19:03
1546,2,2025-09-03,completed,2025-09-03 05:29:02
1547,2,2025-09-03,completed,2025-09-03 20:01:08
1548,2,2025-09-03,returned,2025-09-03 15:55:40
1549,2,2025-09-03,returned,2025-09-03 22:14:39
1550,2,2025-09-03,cancelled,2025-09-03 05:22:39
1604,2,2025-09-04,completed,2025-09-04 04:42:01
1605,2,2025-09-04,returned,2025-09-04 02:33:21
1606,2,2025-09-04,completed,2025-09-04 14:17:47
1607,2,2025-09-04,completed,2025-09-04 16:43:45
1608,2,2025-09-04,completed,2025-09-04 02:21:11
1609,2,2025-09-04,completed,2025-09-04 02:33:34
1610,2,2025-09-04,completed,2025-09-04 14:07:50
1611,2,2025-09-04,completed,2025-09-04 14:19:26
1612,2,2025-09-04,completed,2025-09-04 16:54:21
1613,2,2025-09-04,completed,2025-09-04 03:39:50
1614,2,2025-09-04,completed,2025-09-04 04:14:53
1615,2,2025-09-04,completed,2025-09-04 20:21:40
1616,2,2025-09-04,completed,2025-09-04 23:08:38
1617,2,2025-09-04,completed,2025-09-04 13:05:23
1618,2,2025-09-04,returned,2025-09-04 17:44:34
1619,2,2025-09-04,cancelled,2025-09-04 19:06:54
1620,2,2025-09-04,completed,2025-09-04 18:12:35
1621,2,2025-09-04,completed,2025-09-04 12:33:16
1622,2,2025-09-04,returned,2025-09-04 18:11:47
1623,2,2025-09-04,completed,2025-09-04 20:49:50
1624,2,2025-09-04,completed,2025-09-04 08:03:57
1625,2,2025-09-04,completed,2025-09-04 02:14:45
1626,2,2025-09-04,returned,2025-09-04 07:42:21
1627,2,2025-09-04,completed,2025-09-04 05:05:59
1628,2,2025-09-04,returned,2025-09-04 06:31:03
1629,2,2025-09-04,completed,2025-09-04 18:33:45
1630,2,2025-09-04,cancelled,2025-09-04 00:24:48
1631,2,2025-09-04,completed,2025-09-04 04:58:18
1632,2,2025-09-04,returned,2025-09-04 16:24:44
1633,2,2025-09-04,completed,2025-09-04 20:41:31
1634,2,2025-09-04,completed,2025-09-04 03:28:41
1635,2,2025-09-04,returned,2025-09-04 04:21:37
1636,2,2025-09-04,completed,2025-09-04 15:26:21
1637,2,2025-09-04,completed,2025-09-04 09:47:19
1638,2,2025-09-04,completed,2025-09-04 22:32:28
1639,2,2025-09-04,completed,2025-09-04 00:58:44
1640,2,2025-09-04,completed,2025-09-04 17:12:05
1641,2,2025-09-04,returned,2025-09-04 20:56:19
1642,2,2025-09-04,completed,2025-09-04 16:38:06
1643,2,2025-09-04,completed,2025-09-04 14:20:56
1644,2,2025-09-04,completed,2025-09-04 07:58:26
1645,2,2025-09-04,completed,2025-09-04 21:57:41
1646,2,2025-09-04,completed,2025-09-04 09:22:31
1647,2,2025-09-04,completed,2025-09-04 06:29:19
1648,2,2025-09-04,returned,2025-09-04 22:13:51
1649,2,2025-09-04,returned,2025-09-04 06:23:10
1650,2,2025-09-04,completed,2025-09-04 10:44:41
1651,2,2025-09-04,completed,2025-09-04 19:24:01
1652,2,2025-09-04,completed,2025-09-04 12:18:20
1653,2,2025-09-04,completed,2025-09-04 22:31:05
1654,2,2025-09-04,completed,2025-09-04 02:20:31
1655,2,2025-09-04,completed,2025-09-04 07:29:16
1656,2,2025-09-04,completed,2025-09-04 18:45:37
1657,2,2025-09-04,completed,2025-09-04 11:57:17
1658,2,2025-09-04,completed,2025-09-04 16:17:34
1659,2,2025-09-04,completed,2025-09-04 18:15:19
1660,2,2025-09-04,completed,2025-09-04 15:11:43
1661,2,2025-09-04,completed,2025-09-04 14:52:17
1662,2,2025-09-04,returned,2025-09-04 12:08:45
1663,2,2025-09-04,completed,2025-09-04 19:47:32
1664,2,2025-09-04,completed,2025-09-04 20:40:51
1665,2,2025-09-04,completed,2025-09-04 22:28:22
1666,2,2025-09-04,completed,2025-09-04 23:09:56
1667,2,2025-09-04,returned,2025-09-04 13:18:29
1668,2,2025-09-04,returned,2025-09-04 10:52:44
1669,2,2025-09-04,completed,2025-09-04 22:49:10
1670,2,2025-09-04,completed,2025-09-04 04:51:48
1671,2,2025-09-04,completed,2025-09-04 20:36:47
1672,2,2025-09-04,completed,2025-09-04 23:15:37
1673,2,2025-09-04,completed,2025-09-04 18:33:51
1674,2,2025-09-04,completed,2025-09-04 11:45:35
1675,2,2025-09-04,completed,2025-09-04 06:14:42
1676,2,2025-09-04,completed,2025-09-04 13:22:33
1677,2,2025-09-04,completed,2025-09-04 15:25:09
1678,2,2025-09-04,completed,2025-09-04 19:06:38
1679,2,2025-09-04,completed,2025-09-04 07:37:49
1680,2,2025-09-04,completed,2025-09-04 11:10:33
1744,2,2025-09-05,completed,2025-09-05 07:46:18
1745,2,2025-09-05,completed,2025-09-05 09:39:23
1746,2,2025-09-05,completed,2025-09-05 08:01:40
1747,2,2025-09-05,completed,2025-09-05 17:26:05
1748,2,2025-09-05,completed,2025-09-05 07:45:19
1749,2,2025-09-05,completed,2025-09-05 05:55:09
1750,2,2025-09-05,completed,2025-09-05 20:55:08
1751,2,2025-09-05,completed,2025-09-05 08:13:03
1752,2,2025-09-05,completed,2025-09-05 13:06:44
1753,2,2025-09-05,completed,2025-09-05 21:26:59
1754,2,2025-09-05,completed,2025-09-05 11:00:41
1755,2,2025-09-05,completed,2025-09-05 20:05:47
1756,2,2025-09-05,completed,2025-09-05 02:29:06
1757,2,2025-09-05,returned,2025-09-05 08:48:17
1758,2,2025-09-05,completed,2025-09-05 19:57:17
1759,2,2025-09-05,completed,2025-09-05 09:19:22
1760,2,2025-09-05,completed,2025-09-05 13:17:29
1761,2,2025-09-05,completed,2025-09-05 10:57:49
1762,2,2025-09-05,completed,2025-09-05 04:36:45
1763,2,2025-09-05,cancelled,2025-09-05 06:13:02
1764,2,2025-09-05,completed,2025-09-05 11:41:58
1765,2,2025-09-05,completed,2025-09-05 13:12:35
1766,2,2025-09-05,completed,2025-09-05 05:21:21
1767,2,2025-09-05,returned,2025-09-05 18:14:22
1768,2,2025-09-05,completed,2025-09-05 16:08:11
1769,2,2025-09-05,returned,2025-09-05 15:06:51
1770,2,2025-09-05,completed,2025-09-05 01:22:37
1771,2,2025-09-05,completed,2025-09-05 16:20:57
1772,2,2025-09-05,completed,2025-09-05 07:16:22
1773,2,2025-09-05,completed,2025-09-05 13:25:19
1774,2,2025-09-05,returned,2025-09-05 18:56:11
1775,2,2025-09-05,completed,2025-09-05 03:41:47
1776,2,2025-09-05,completed,2025-09-05 07:41:24
1777,2,2025-09-05,completed,2025-09-05 13:55:38
1778,2,2025-09-05,returned,2025-09-05 07:56:26
1779,2,2025-09-05,completed,2025-09-05 15:35:44
1780,2,2025-09-05,completed,2025-09-05 10:20:43
1781,2,2025-09-05,completed,2025-09-05 15:29:46
1782,2,2025-09-05,completed,2025-09-05 22:46:16
1783,2,2025-09-05,completed,2025-09-05 02:18:46
1784,2,2025-09-05,completed,2025-09-05 15:35:05
1785,2,2025-09-05,completed,2025-09-05 20:10:01
1786,2,2025-09-05,completed,2025-09-05 10:32:45
1787,2,2025-09-05,completed,2025-09-05 19:22:22
1788,2,2025-09-05,completed,2025-09-05 12:21:48
1789,2,2025-09-05,completed,2025-09-05 13:33:14
1790,2,2025-09-05,completed,2025-09-05 02:39:08
1791,2,2025-09-05,completed,2025-09-05 23:41:51
1792,2,2025-09-05,returned,2025-09-05 19:51:07
1793,2,2025-09-05,completed,2025-09-05 02:50:34
1794,2,2025-09-05,completed,2025-09-05 07:28:08
1795,2,2025-09-05,completed,2025-09-05 13:03:34
1796,2,2025-09-05,completed,2025-09-05 13:29:01
1797,2,2025-09-05,completed,2025-09-05 23:05:15
1798,2,2025-09-05,completed,2025-09-05 00:29:56
1799,2,2025-09-05,completed,2025-09-05 20:48:00
1800,2,2025-09-05,completed,2025-09-05 19:13:07
1801,2,2025-09-05,completed,2025-09-05 15:37:34
1802,2,2025-09-05,completed,2025-09-05 03:16:02
1803,2,2025-09-05,completed,2025-09-05 17:55:37
1804,2,2025-09-05,completed,2025-09-05 15:33:59
1805,2,2025-09-05,completed,2025-09-05 02:04:38
1806,2,2025-09-05,completed,2025-09-05 03:56:16
1807,2,2025-09-05,completed,2025-09-05 13:36:34
1808,2,2025-09-05,completed,2025-09-05 01:40:15
1809,2,2025-09-05,returned,2025-09-05 16:54:30
1810,2,2025-09-05,completed,2025-09-05 18:25:43
1899,2,2025-09-06,returned,2025-09-06 02:57:33
1900,2,2025-09-06,completed,2025-09-06 07:20:46
1901,2,2025-09-06,completed,2025-09-06 11:28:44
1902,2,2025-09-06,completed,2025-09-06 22:24:29
1903,2,2025-09-06,completed,2025-09-06 06:58:09
1904,2,2025-09-06,completed,2025-09-06 21:39:07
1905,2,2025-09-06,completed,2025-09-06 02:57:45
1906,2,2025-09-06,completed,2025-09-06 20:02:58
1907,2,2025-09-06,completed,2025-09-06 22:42:54
1908,2,2025-09-06,completed,2025-09-06 08:34:10
1909,2,2025-09-06,completed,2025-09-06 06:42:17
1910,2,2025-09-06,returned,2025-09-06 10:22:13
1911,2,2025-09-06,completed,2025-09-06 22:27:46
1912,2,2025-09-06,completed,2025-09-06 14:33:50
1913,2,2025-09-06,completed,2025-09-06 02:40:36
1914,2,2025-09-06,cancelled,2025-09-06 08:23:48
1915,2,2025-09-06,completed,2025-09-06 00:53:09
1916,2,2025-09-06,completed,2025-09-06 08:04:59
1917,2,2025-09-06,completed,2025-09-06 10:28:21
1918,2,2025-09-06,completed,2025-09-06 09:21:31
1919,2,2025-09-06,completed,2025-09-06 12:47:30
2015,2,2025-09-07,completed,2025-09-07 13:33:58
2016,2,2025-09-07,completed,2025-09-07 07:37:49
2017,2,2025-09-07,completed,2025-09-07 01:25:46
2018,2,2025-09-07,returned,2025-09-07 16:53:43
2019,2,2025-09-07,completed,2025-09-07 07:21:36
2020,2,2025-09-07,completed,2025-09-07 20:48:05
2021,2,2025-09-07,completed,2025-09-07 20:23:22
2022,2,2025-09-07,completed,2025-09-07 19:33:28
2023,2,2025-09-07,returned,2025-09-07 04:46:03
2024,2,2025-09-07,completed,2025-09-07 21:17:35
2025,2,2025-09-07,completed,2025-09-07 01:35:50
2026,2,2025-09-07,completed,2025-09-07 21:35:47
2027,2,2025-09-07,returned,2025-09-07 23:03:08
2028,2,2025-09-07,completed,2025-09-07 21:09:56
2029,2,2025-09-07,completed,2025-09-07 16:46:01
2030,2,2025-09-07,completed,2025-09-07 20:16:40
2031,2,2025-09-07,completed,2025-09-07 18:39:39
2032,2,2025-09-07,completed,2025-09-07 14:47:45
